,Gene,Transcription Rates mRNA/hr,Key,Value
3963,YGL088W,18,YGL088W,
3964,YGL090W,20,YGL090W,LIF1
3965,YGL093W,20,YGL093W,SPC105
3966,YGL096W,18,YGL096W,TOS8
3967,YGL098W,24,YGL098W,USE1
3968,YGL099W,11,YGL099W,LSG1
3969,YGL101W,14,YGL101W,
3970,YGL102C,#N/A-nc,,
3971,YGL104C,27,YGL104C,VPS73
3972,YGL107C,19,YGL107C,RMD9
3973,YGL108C,16,YGL108C,
3974,YGL109W,10,YGL109W,
3975,YGL110C,#N/A-nc,,
3976,YGL111W,13,YGL111W,NSA1
3977,YGL113W,15,YGL113W,SLD3
3978,YGL114W,14,YGL114W,
3979,YGL117W,16,YGL117W,
3980,YGL118C,#N/A-nc,,
3981,YGL121C,15,YGL121C,GPG1
3982,YGL124C,23,YGL124C,MON1
3983,YGL128C,13,YGL128C,CWC23
3984,YGL129C,17,YGL129C,RSM23
3985,YGL131C,30,YGL131C,SNT2
3986,YGL132W,#N/A-nc,,
3987,YGL133W,24,YGL133W,ITC1
3988,YGL136C,#N/A-nc,,
3989,YGL138C,17,YGL138C,
3990,YGL139W,12,YGL139W,FLC3
3991,YGL140C,26,YGL140C,
3992,YGL141W,#N/A-nc,,
3993,YGL144C,15,YGL144C,ROG1
3994,YGL146C,#N/A-nc,,
3995,YGL149W,#N/A-nc,,
3996,YGL150C,17,YGL150C,INO80
3997,YGL152C,#N/A-nc,,
3998,YGL157W,19,YGL157W,ARI1
3999,YGL159W,13,YGL159W,
4000,YGL160W,#N/A-nc,,
4001,YGL161C,23,YGL161C,YIP5
4002,YGL164C,14,YGL164C,YRB30
4003,YGL165C,#N/A-se,,
4004,YGL168W,19,YGL168W,HUR1
4005,YGL170C,11,YGL170C,SPO74
4006,YGL174W,17,YGL174W,BUD13
4007,YGL176C,#N/A-nc,,
4008,YGL177W,#N/A-nc,,
4009,YGL179C,15,YGL179C,TOS3
4010,YGL182C,18,YGL182C,
4011,YGL183C,#N/A-nc,,
4012,YGL184C,14,YGL184C,STR3
4013,YGL185C,16,YGL185C,
4014,YGL186C,11,YGL186C,TPN1
4015,YGL188C,28,YGL188C,
4016,YGL193C,34,YGL193C,
4017,YGL196W,12,YGL196W,DSD1
4018,YGL198W,17,YGL198W,YIP4
4019,YGL199C,20,YGL199C,
4020,YGL204C,10,YGL204C,
4021,YGL211W,23,YGL211W,NCS6
4022,YGL214W,#N/A-nc,,
4023,YGL217C,19,YGL217C,
4024,YGL218W,21,YGL218W,
4025,YGL219C,23,YGL219C,MDM34
4026,YGL220W,14,YGL220W,BOL2
4027,YGL222C,20,YGL222C,EDC1
4028,YGL223C,26,YGL223C,COG1
4029,YGL224C,25,YGL224C,SDT1
4030,YGL226W,15,YGL226W,MTC3
4031,YGL230C,11,YGL230C,
4032,YGL231C,18,YGL231C,EMC4
4033,YGL232W,11,YGL232W,TAN1
4034,YGL235W,#N/A-nc,,
4035,YGL236C,15,YGL236C,MTO1
4036,YGL239C,16,YGL239C,
4037,YGL241W,18,YGL241W,KAP114
4038,YGL242C,15,YGL242C,
4039,YGL243W,12,YGL243W,TAD1
4040,YGL245W,23,YGL245W,GUS1
4041,YGL246C,16,YGL246C,RAI1
4042,YGL247W,30,YGL247W,BRR6
4043,YGL250W,25,YGL250W,RMR1
4044,YGL257C,11,YGL257C,MNT2
4045,YGL258W,#N/A-nc,,
4046,YGL260W,#N/A-se,,
4047,YGL261C,29,YGL261C,PAU11
4048,YGL262W,#N/A-se,,
4049,YGP1,24,,
4050,YGR001C,12.5,YGR001C,EFM5
4051,YGR002C,27,YGR002C,SWC4
4052,YGR003W,16,YGR003W,CUL3
4053,YGR004W,11,YGR004W,PEX31
4054,YGR010W,12,YGR010W,NMA2
4055,YGR011W,14,YGR011W,
4056,YGR012W,14,YGR012W,MCY1
4057,YGR015C,14,YGR015C,
4058,YGR016W,#N/A-nc,,
4059,YGR017W,11,YGR017W,
4060,YGR018C,#N/A-nc,,
4061,YGR021W,11,YGR021W,
4062,YGR022C,#N/A-se,,
4063,YGR023W,#N/A-nc,,
4064,YGR024C,20,YGR024C,THG1
4065,YGR025W,19,YGR025W,
4066,YGR026W,35,YGR026W,
4067,YGR030C,16,YGR030C,POP6
4068,YGR031W,11,YGR031W,IMO32
4069,YGR033C,16,YGR033C,TIM21
4070,YGR035C,27,YGR035C,
4071,YGR039W,#N/A-nc,,
4072,YGR042W,30,YGR042W,MTE1
4073,YGR043C,19,YGR043C,NQM1
4074,YGR045C,20,YGR045C,
4075,YGR046W,#N/A-nc,,
4076,YGR050C,#N/A-nc,,
4077,YGR051C,#N/A-nc,,
4078,YGR052W,23,YGR052W,FMP48
4079,YGR053C,21,YGR053C,
4080,YGR054W,15,YGR054W,
4081,YGR058W,14,YGR058W,PEF1
4082,YGR064W,24,YGR064W,
4083,YGR065C,17,YGR065C,VHT1
4084,YGR066C,#N/A-nc,,
4085,YGR067C,21,YGR067C,
4086,YGR068C,#N/A-nc,,
4087,YGR069W,#N/A-nc,,
4088,YGR071C,#N/A-nc,,
4089,YGR073C,16,YGR073C,
4090,YGR079W,12,YGR079W,
4091,YGR081C,11,YGR081C,SLX9
4092,YGR086C,12,YGR086C,PIL1
4093,YGR089W,#N/A-nc,,
4094,YGR090W,11,YGR090W,UTP22
4095,YGR093W,12,YGR093W,DRN1
4096,YGR095C,14,YGR095C,RRP46
4097,YGR096W,14,YGR096W,TPC1
4098,YGR101W,14,YGR101W,PCP1
4099,YGR102C,23,YGR102C,GTF1
4100,YGR103W,9,YGR103W,NOP7
4101,YGR106C,17,YGR106C,VOA1
4102,YGR107W,17,YGR107W,
4103,YGR110W,22,YGR110W,CLD1
4104,YGR111W,24,YGR111W,
4105,YGR114C,38,YGR114C,
4106,YGR115C,#N/A-se,,
4107,YGR117C,11,YGR117C,
4108,YGR120C,14,YGR120C,COG2
4109,YGR122W,#N/A-nc,,
4110,YGR125W,16,YGR125W,
4111,YGR126W,15,YGR126W,
4112,YGR127W,112,YGR127W,
4113,YGR128C,8,YGR128C,UTP8
4114,YGR130C,25,YGR130C,
4115,YGR131W,15,YGR131W,FHN1
4116,YGR134W,17,YGR134W,CAF130
4117,YGR136W,27,YGR136W,LSB1
4118,YGR137W,29,YGR137W,
4119,YGR138C,13,YGR138C,TPO2
4120,YGR139W,#N/A-nc,,
4121,YGR141W,24,YGR141W,VPS62
4122,YGR142W,#N/A-se,,
4123,YGR145W,8,YGR145W,ENP2
4124,YGR146C,#N/A-se,,
4125,YGR149W,41,YGR149W,GPC1
4126,YGR150C,13,YGR150C,CCM1
4127,YGR151C,13.5,YGR151C,
4128,YGR153W,16,YGR153W,
4129,YGR154C,15,YGR154C,GTO1
4130,YGR156W,25,YGR156W,PTI1
4131,YGR160W,#N/A-nc,,
4132,YGR161C,#N/A-se,,
4133,YGR163W,15,YGR163W,GTR2
4134,YGR164W,#N/A-nc,,
4135,YGR165W,15,YGR165W,MRPS35
4136,YGR168C,#N/A-nc,,
4137,YGR169C,10,YGR169C,PUS6
4138,YGR173W,15,YGR173W,RBG2
4139,YGR176W,#N/A-nc,,
4140,YGR179C,16,YGR179C,OKP1
4141,YGR181W,11,YGR181W,TIM13
4142,YGR182C,26,YGR182C,
4143,YGR189C,14,YGR189C,CRH1
4144,YGR190C,38,YGR190C,
4145,YGR196C,#N/A-nc,,
4146,YGR198W,17,YGR198W,YPP1
4147,YGR200C,10,YGR200C,ELP2
4148,YGR201C,16,YGR201C,
4149,YGR203W,13,YGR203W,YCH1
4150,YGR205W,16,YGR205W,TDA10
4151,YGR206W,9,YGR206W,MVB12
4152,YGR210C,16,YGR210C,
4153,YGR211W,23,YGR211W,ZPR1
4154,YGR212W,#N/A-nc,,
4155,YGR215W,28,YGR215W,RSM27
4156,YGR219W,21,YGR219W,
4157,YGR221C,#N/A-nc,,
4158,YGR223C,22,YGR223C,HSV2
4159,YGR224W,23,YGR224W,AZR1
4160,YGR225W,#N/A-nc,,
4161,YGR226C,#N/A-se,,
4162,YGR228W,14,YGR228W,
4163,YGR230W,17,YGR230W,BNS1
4164,YGR232W,22,YGR232W,NAS6
4165,YGR235C,24,YGR235C,MIC26
4166,YGR236C,#N/A-se,,
4167,YGR237C,18,YGR237C,
4168,YGR239C,15,YGR239C,PEX21
4169,YGR242W,#N/A-nc,,
4170,YGR243W,#N/A-nc,,
4171,YGR245C,9,YGR245C,SDA1
4172,YGR247W,#N/A-nc,,
4173,YGR250C,#N/A-nc,,
4174,YGR251W,10,YGR251W,NOP19
4175,YGR257C,15,YGR257C,MTM1
4176,YGR259C,#N/A-nc,,
4177,YGR260W,9,YGR260W,TNA1
4178,YGR262C,13,YGR262C,BUD32
4179,YGR263C,12,YGR263C,SAY1
4180,YGR265W,#N/A-se,,
4181,YGR266W,19,YGR266W,
4182,YGR268C,19,YGR268C,HUA1
4183,YGR269W,#N/A-nc,,
4184,YGR271W,#N/A-nc,,
4185,YGR272C,10,,
4186,YGR273C,#N/A-nc,,
4187,YGR275W,23,YGR275W,RTT102
4188,YGR277C,14,YGR277C,CAB4
4189,YGR278W,14,YGR278W,CWC22
4190,YGR279C,17,YGR279C,SCW4
4191,YGR280C,8,YGR280C,PXR1
4192,YGR283C,12,YGR283C,
4193,YGR284C,67,YGR284C,ERV29
4194,YGR287C,14,YGR287C,IMA1
4195,YGR290W,#N/A-nc,,
4196,YGR291C,#N/A-nc,,
4197,YGR293C,15,YGR293C,
4198,YGR294W,55,YGR294W,PAU12
4199,YGR296W,15,YGR296W,YRF1-3
4200,YHB1,6,,
4201,YHC1,29,,
4202,YHC3,22,,
4203,YHL002W,17,YHL002W,HSE1
4204,YHL005C,20,YHL005C,
4205,YHL006C,11,YHL006C,SHU1
4206,YHL008C,24,YHL008C,
4207,YHL010C,15,YHL010C,ETP1
4208,YHL012W,16,YHL012W,
4209,YHL013C,10,YHL013C,OTU2
4210,YHL017W,18,YHL017W,
4211,YHL018W,#N/A-nc,,
4212,YHL021C,98,YHL021C,AIM17
4213,YHL023C,14,YHL023C,NPR3
4214,YHL024W,#N/A-nc,,
4215,YHL026C,13,YHL026C,
4216,YHL029C,15,YHL029C,OCA5
4217,YHL035C,20,YHL035C,VMR1
4218,YHL037C,16,YHL037C,
4219,YHL039W,12,YHL039W,EFM1
4220,YHL040C,30,YHL040C,ARN1
4221,YHL041W,29,YHL041W,
4222,YHL042W,15,YHL042W,
4223,YHL044W,14,YHL044W,
4224,YHL045W,#N/A-se,,
4225,YHL046C,23,YHL046C,PAU13
4226,YHL047C,19,YHL047C,ARN2
4227,YHL049C,12,YHL049C,
4228,YHL050C,12.5,YHL050C,
4229,YHM1,14,,
4230,YHM2,11,,
4231,YHR001W,15,YHR001W,OSH7
4232,YHR002W,18,YHR002W,LEU5
4233,YHR003C,11,YHR003C,TCD1
4234,YHR004C,40,YHR004C,NEM1
4235,YHR009C,17,YHR009C,TDA3
4236,YHR011W,#N/A-nc,,
4237,YHR020W,12,YHR020W,
4238,YHR022C,10,YHR022C,
4239,YHR029C,11,YHR029C,YHI9
4240,YHR031C,11,YHR031C,RRM3
4241,YHR032W,13,YHR032W,ERC1
4242,YHR033W,18,YHR033W,
4243,YHR034C,11,YHR034C,PIH1
4244,YHR035W,14,YHR035W,NEL1
4245,YHR036W,12,YHR036W,BRL1
4246,YHR039C,15,YHR039C,MSC7
4247,YHR040W,9,YHR040W,BCD1
4248,YHR045W,13,YHR045W,
4249,YHR046C,14,YHR046C,INM1
4250,YHR048W,17,YHR048W,YHK8
4251,YHR049CA,24,,
4252,YHR049W,39,YHR049W,FSH1
4253,YHR052W,10,YHR052W,CIC1
4254,YHR054C,22,YHR054C,
4255,YHR056C,17,YHR056C,RSC30
4256,YHR059W,15,YHR059W,FYV4
4257,YHR063C,14,YHR063C,PAN5
4258,YHR067W,18,YHR067W,HTD2
4259,YHR070W,13,YHR070W,TRM5
4260,YHR073W,19,YHR073W,OSH3
4261,YHR074W,28,YHR074W,QNS1
4262,YHR075C,42,YHR075C,PPE1
4263,YHR076W,15,YHR076W,PTC7
4264,YHR078W,14,YHR078W,
4265,YHR080C,#N/A-nc,,
4266,YHR081W,12,YHR081W,LRP1
4267,YHR083W,16,YHR083W,SAM35
4268,YHR085W,8,YHR085W,IPI1
4269,YHR087W,24,YHR087W,RTC3
4270,YHR088W,12,YHR088W,RPF1
4271,YHR095W,#N/A-nc,,
4272,YHR097C,19.5,YHR097C,
4273,YHR098C,16,YHR098C,SFB3
4274,YHR100C,14,YHR100C,GEP4
4275,YHR105W,13,YHR105W,YPT35
4276,YHR108W,17,YHR108W,GGA2
4277,YHR109W,#N/A-nc,,
4278,YHR110W,15,YHR110W,ERP5
4279,YHR111W,17,YHR111W,UBA4
4280,YHR112C,23,YHR112C,
4281,YHR113W,15,YHR113W,APE4
4282,YHR114W,36,YHR114W,BZZ1
4283,YHR115C,14,YHR115C,DMA1
4284,YHR116W,12,YHR116W,COX23
4285,YHR121W,12,YHR121W,LSM12
4286,YHR122W,20,YHR122W,CIA2
4287,YHR125W,41,YHR125W,
4288,YHR126C,10,YHR126C,ANS1
4289,YHR130C,15,YHR130C,
4290,YHR131C,12,YHR131C,
4291,YHR133C,11,YHR133C,NSG1
4292,YHR134W,18,YHR134W,WSS1
4293,YHR138C,24,YHR138C,
4294,YHR139CA,#N/A-nc,,
4295,YHR140W,20,YHR140W,
4296,YHR142W,21,YHR142W,CHS7
4297,YHR143W,9,YHR143W,DSE2
4298,YHR145C,22,YHR145C,
4299,YHR146W,22,YHR146W,CRP1
4300,YHR148W,10,YHR148W,IMP3
4301,YHR149C,11,YHR149C,SKG6
4302,YHR150W,14,YHR150W,PEX28
4303,YHR151C,15,YHR151C,MTC6
4304,YHR155W,53,YHR155W,LAM1
4305,YHR156C,41,YHR156C,LIN1
4306,YHR159W,38,YHR159W,TDA11
4307,YHR160C,17,YHR160C,PEX18
4308,YHR162W,14,YHR162W,MPC2
4309,YHR167W,17,YHR167W,THP2
4310,YHR168W,38,YHR168W,MTG2
4311,YHR171W,23,YHR171W,ATG7
4312,YHR173C,24,YHR173C,
4313,YHR176W,15,YHR176W,FMO1
4314,YHR177W,16,YHR177W,
4315,YHR180W,#N/A-nc,,
4316,YHR181W,14,YHR181W,SVP26
4317,YHR182W,#N/A-nc,,
4318,YHR185C,25,YHR185C,PFS1
4319,YHR186C,21,YHR186C,KOG1
4320,YHR188C,15,YHR188C,GPI16
4321,YHR189W,#N/A-nc,,
4322,YHR192W,16,YHR192W,LNP1
4323,YHR194W,22,YHR194W,MDM31
4324,YHR195W,18,YHR195W,NVJ1
4325,YHR196W,12,YHR196W,UTP9
4326,YHR197W,12,YHR197W,RIX1
4327,YHR198C,13,YHR198C,AIM18
4328,YHR199C,33,YHR199C,AIM46
4329,YHR202W,11,YHR202W,
4330,YHR204W,15,YHR204W,MNL1
4331,YHR207C,14,YHR207C,SET5
4332,YHR209W,#N/A-se,,
4333,YHR210C,12,YHR210C,
4334,YHR212C,#N/A-nc,,
4335,YHR213W,#N/A-nc,,
4336,YHR214CB,14.5,,
4337,YHR214W,14,YHR214W,
4338,YHR214WA,#N/A-nc,,
4339,YHR217C,25.5,YHR217C,
4340,YHR218W,22,YHR218W,
4341,YHR219W,15,YHR219W,
4342,YIL001W,15,YIL001W,
4343,YIL003W,12,YIL003W,CFD1
4344,YIL005W,12,YIL005W,EPS1
4345,YIL006W,#N/A-nc,,
4346,YIL007C,19,YIL007C,NAS2
4347,YIL008W,13,YIL008W,URM1
4348,YIL011W,15,YIL011W,TIR3
4349,YIL012W,26,YIL012W,
4350,YIL014W,11,YIL014W,MNT3
4351,YIL015CA,#N/A-nc,,
4352,YIL017C,17,YIL017C,VID28
4353,YIL019W,10,YIL019W,FAF1
4354,YIL023C,22,YIL023C,YKE4
4355,YIL024C,24,YIL024C,
4356,YIL025C,#N/A-se,,
4357,YIL027C,15,YIL027C,EMC5
4358,YIL028W,56,YIL028W,
4359,YIL029C,#N/A-nc,,
4360,YIL032C,#N/A-se,,
4361,YIL036W,25,YIL036W,CST6
4362,YIL037C,#N/A-se,,
4363,YIL039W,12,YIL039W,TED1
4364,YIL040W,15,YIL040W,APQ12
4365,YIL041W,27,YIL041W,GVP36
4366,YIL042C,22,YIL042C,PKP1
4367,YIL044C,16,YIL044C,AGE2
4368,YIL054W,46,YIL054W,
4369,YIL055C,26,YIL055C,
4370,YIL056W,#N/A-nc,,
4371,YIL057C,#N/A-se,,
4372,YIL058W,#N/A-nc,,
4373,YIL059C,14,YIL059C,
4374,YIL060W,37,YIL060W,
4375,YIL064W,8,YIL064W,EFM4
4376,YIL065C,11,YIL065C,FIS1
4377,YIL067C,#N/A-nc,,
4378,YIL071C,35,YIL071C,PCI8
4379,YIL073C,#N/A-nc,,
4380,YIL074C,14,YIL074C,SER33
4381,YIL077C,27,YIL077C,
4382,YIL079C,10,YIL079C,AIR1
4383,YIL080W,16,,
4384,YIL082W,15,YIL082W,
4385,YIL082WA,15,,
4386,YIL083C,12,YIL083C,CAB2
4387,YIL086C,44,YIL086C,
4388,YIL087C,18,YIL087C,AIM19
4389,YIL088C,19,YIL088C,AVT7
4390,YIL089W,#N/A-nc,,
4391,YIL090W,12,YIL090W,ICE2
4392,YIL091C,12,YIL091C,UTP25
4393,YIL092W,#N/A-nc,,
4394,YIL093C,16,YIL093C,RSM25
4395,YIL096C,9,YIL096C,BMT5
4396,YIL097W,#N/A-nc,,
4397,YIL100W,14,YIL100W,
4398,YIL102C,#N/A-se,,
4399,YIL103W,13,YIL103W,DPH1
4400,YIL104C,12,YIL104C,SHQ1
4401,YIL105C,23,YIL105C,SLM1
4402,YIL108W,37,YIL108W,
4403,YIL110W,12,YIL110W,HPM1
4404,YIL112W,19,YIL112W,HOS4
4405,YIL113W,32,YIL113W,SDP1
4406,YIL117C,#N/A-se,,
4407,YIL120W,11,YIL120W,QDR1
4408,YIL121W,10,YIL121W,QDR2
4409,YIL122W,15,YIL122W,POG1
4410,YIL124W,33,YIL124W,AYR1
4411,YIL127C,11,YIL127C,RRT14
4412,YIL129C,43,YIL129C,TAO3
4413,YIL130W,15,YIL130W,ASG1
4414,YIL132C,18,YIL132C,CSM2
4415,YIL135C,21,YIL135C,VHS2
4416,YIL137C,15,YIL137C,TMA108
4417,YIL141W,14,YIL141W,
4418,YIL145C,18,YIL145C,PAN6
4419,YIL149C,22,YIL149C,MLP2
4420,YIL151C,33,YIL151C,ESL1
4421,YIL152W,12,YIL152W,
4422,YIL154C,24,YIL154C,IMP2'
4423,YIL157C,15,YIL157C,COA1
4424,YIL158W,23,YIL158W,AIM20
4425,YIL161W,18,YIL161W,
4426,YIL163C,#N/A-nc,,
4427,YIL165C,21,YIL165C,
4428,YIL166C,20,YIL166C,
4429,YIL168W,17,,
4430,YIL169C,27,YIL169C,CSS1
4431,YIL170W,16,YIL170W,HXT12
4432,YIL172C,14,YIL172C,IMA3
4433,YIL173W,12,YIL173W,VTH1
4434,YIL175W,#N/A-nc,,
4435,YIL176C,19,YIL176C,PAU14
4436,YIL177C,12.5,YIL177C,
4437,YIM1,16,,
4438,YIM2,17,,
4439,YIP1,19,,
4440,YIP3,14,,
4441,YIR001C,16,YIR001C,SGN1
4442,YIR002C,18,YIR002C,MPH1
4443,YIR003W,35,YIR003W,AIM21
4444,YIR005W,11,YIR005W,IST3
4445,YIR007W,#N/A-nc,,
4446,YIR010W,15,YIR010W,DSN1
4447,YIR013C,#N/A-nc,,
4448,YIR014W,#N/A-nc,,
4449,YIR015W,20,YIR015W,RPR2
4450,YIR016W,22,YIR016W,
4451,YIR020C,14,YIR020C,
4452,YIR025W,15,YIR025W,MND2
4453,YIR035C,14,YIR035C,
4454,YIR036C,24,YIR036C,IRC24
4455,YIR038C,43,YIR038C,GTT1
4456,YIR040C,#N/A-se,,
4457,YIR041W,25,YIR041W,PAU15
4458,YIR042C,15,YIR042C,
4459,YIR043C,25,YIR043C,
4460,YIR044C,16,,
4461,YJL003W,13,YJL003W,COX16
4462,YJL007C,15,YJL007C,
4463,YJL009W,26,YJL009W,
4464,YJL010C,10,YJL010C,NOP9
4465,YJL011C,12,YJL011C,RPC17
4466,YJL012C,14,YJL012C,VTC4
4467,YJL015C,23,YJL015C,
4468,YJL016W,16,YJL016W,TPH3
4469,YJL017W,15,,
4470,YJL018W,#N/A-nc,,
4471,YJL019W,11,YJL019W,MPS3
4472,YJL020C,15,YJL020C,BBC1
4473,YJL021C,17,,
4474,YJL022W,14,YJL022W,
4475,YJL027C,#N/A-nc,,
4476,YJL028W,#N/A-nc,,
4477,YJL029C,13,YJL029C,VPS53
4478,YJL032W,19,YJL032W,
4479,YJL035C,46,YJL035C,TAD2
4480,YJL036W,21,YJL036W,SNX4
4481,YJL037W,11,YJL037W,IRC18
4482,YJL038C,#N/A-nc,,
4483,YJL039C,19,YJL039C,NUP192
4484,YJL043W,32,YJL043W,
4485,YJL045W,13,YJL045W,
4486,YJL046W,16,YJL046W,AIM22
4487,YJL047C,#N/A-nc,,
4488,YJL048C,44,YJL048C,UBX6
4489,YJL049W,27,YJL049W,CHM7
4490,YJL051W,17,YJL051W,IRC8
4491,YJL055W,18,YJL055W,
4492,YJL058C,22,YJL058C,BIT61
4493,YJL060W,33,YJL060W,BNA3
4494,YJL062W,14,YJL062W,LAS21
4495,YJL064W,#N/A-nc,,
4496,YJL065C,15,YJL065C,DLS1
4497,YJL066C,30,YJL066C,MPM1
4498,YJL067W,24,YJL067W,
4499,YJL068C,24,YJL068C,
4500,YJL069C,10,YJL069C,UTP18
4501,YJL070C,15,YJL070C,
4502,YJL072C,16,YJL072C,PSF2
4503,YJL075C,26,YJL075C,APQ13
4504,YJL077C,#N/A-nc,,
4505,YJL082W,39,YJL082W,IML2
4506,YJL083W,13,YJL083W,TAX4
4507,YJL084C,#N/A-nc,,
4508,YJL086C,18,YJL086C,
4509,YJL091C,13,YJL091C,GWT1
4510,YJL094C,20,YJL094C,KHA1
4511,YJL097W,11,YJL097W,PHS1
4512,YJL100W,14,YJL100W,LSB6
4513,YJL103C,22,YJL103C,GSM1
4514,YJL104W,16,YJL104W,PAM16
4515,YJL105W,42,YJL105W,SET4
4516,YJL107C,#N/A-nc,,
4517,YJL108C,18,YJL108C,PRM10
4518,YJL109C,11,YJL109C,UTP10
4519,YJL112W,17,YJL112W,MDV1
4520,YJL113W,17,YJL113W,
4521,YJL114W,#N/A-nc,,
4522,YJL118W,18,YJL118W,
4523,YJL119C,18,YJL119C,
4524,YJL120W,22,YJL120W,
4525,YJL122W,8,YJL122W,ALB1
4526,YJL123C,15,YJL123C,MTC1
4527,YJL131C,14,YJL131C,AIM23
4528,YJL132W,29,YJL132W,
4529,YJL135W,13,YJL135W,
4530,YJL142C,21,YJL142C,IRC9
4531,YJL144W,#N/A-se,,
4532,YJL145W,8,YJL145W,SFH5
4533,YJL147C,#N/A-nc,,
4534,YJL149W,25,YJL149W,DAS1
4535,YJL150W,#N/A-nc,,
4536,YJL151C,13,YJL151C,SNA3
4537,YJL152W,14,YJL152W,
4538,YJL160C,14,YJL160C,PIR5
4539,YJL161W,#N/A-nc,,
4540,YJL162C,12,YJL162C,JJJ2
4541,YJL163C,37,YJL163C,
4542,YJL169W,16,YJL169W,
4543,YJL171C,29,YJL171C,TOH1
4544,YJL175W,19,YJL175W,
4545,YJL178C,11,YJL178C,ATG27
4546,YJL181W,14,YJL181W,RBH1
4547,YJL182C,#N/A-nc,,
4548,YJL184W,13,YJL184W,GON7
4549,YJL185C,21,YJL185C,ATG36
4550,YJL186W,11,YJL186W,MNN5
4551,YJL188C,15,YJL188C,BUD19
4552,YJL192C,13,YJL192C,SOP4
4553,YJL193W,13,YJL193W,
4554,YJL195C,#N/A-se,,
4555,YJL198W,10,YJL198W,PHO90
4556,YJL199C,28,YJL199C,MBB1
4557,YJL200C,12,YJL200C,ACO2
4558,YJL202C,#N/A-nc,,
4559,YJL204C,17,YJL204C,RCY1
4560,YJL206C,16,YJL206C,
4561,YJL206CA,13,,
4562,YJL207C,20,YJL207C,LAA1
4563,YJL211C,#N/A-nc,,
4564,YJL212C,11,YJL212C,OPT1
4565,YJL213W,16,YJL213W,
4566,YJL215C,#N/A-nc,,
4567,YJL216C,#N/A-nc,,
4568,YJL217W,11,YJL217W,REE1
4569,YJL218W,10,YJL218W,
4570,YJL220W,16,YJL220W,
4571,YJL222W,33,YJL222W,VTH2
4572,YJL225C,14,YJL225C,
4573,YJR001W,11,YJR001W,AVT1
4574,YJR003C,14,YJR003C,MRX12
4575,YJR008W,#N/A-nc,,
4576,YJR011C,#N/A-nc,,
4577,YJR012C,22,YJR012C,
4578,YJR013W,#N/A-nc,,
4579,YJR014W,16,YJR014W,TMA22
4580,YJR015W,12,YJR015W,
4581,YJR018W,#N/A-se,,
4582,YJR020W,73,YJR020W,
4583,YJR022W,14,YJR022W,LSM8
4584,YJR023C,#N/A-se,,
4585,YJR024C,9,YJR024C,MDE1
4586,YJR026W,11,YJR026W,
4587,YJR027W,12.5,YJR027W,
4588,YJR028W,10,YJR028W,
4589,YJR029W,14.5,YJR029W,
4590,YJR030C,#N/A-nc,,
4591,YJR033C,#N/A-nc,,
4592,YJR036C,31,YJR036C,HUL4
4593,YJR037W,13,YJR037W,
4594,YJR038C,#N/A-nc,,
4595,YJR039W,#N/A-nc,,
4596,YJR041C,14,YJR041C,URB2
4597,YJR044C,22,YJR044C,VPS55
4598,YJR046W,30,YJR046W,TAH11
4599,YJR053W,17,YJR053W,BFA1
4600,YJR054W,13,YJR054W,KCH1
4601,YJR056C,21,YJR056C,
4602,YJR061W,14,YJR061W,
4603,YJR070C,9,YJR070C,LIA1
4604,YJR071W,15,YJR071W,
4605,YJR072C,15,YJR072C,NPA3
4606,YJR074W,12,YJR074W,MOG1
4607,YJR078W,10,YJR078W,BNA2
4608,YJR079W,11,YJR079W,
4609,YJR080C,13,YJR080C,AIM24
4610,YJR082C,20,YJR082C,EAF6
4611,YJR083C,15,YJR083C,ACF4
4612,YJR084W,15,YJR084W,
4613,YJR085C,24,YJR085C,
4614,YJR087W,18,YJR087W,
4615,YJR088C,13,YJR088C,EMC2
4616,YJR089W,22,YJR089W,BIR1
4617,YJR096W,23,YJR096W,
4618,YJR097W,12,YJR097W,JJJ3
4619,YJR098C,#N/A-nc,,
4620,YJR100C,13,YJR100C,AIM25
4621,YJR101W,11,YJR101W,RSM26
4622,YJR102C,#N/A-nc,,
4623,YJR105W,12,YJR105W,ADO1
4624,YJR107W,16,YJR107W,LIH1
4625,YJR108W,22,YJR108W,ABM1
4626,YJR110W,#N/A-nc,,
4627,YJR111C,15,YJR111C,PXP2
4628,YJR113C,22,YJR113C,RSM7
4629,YJR114W,17,YJR114W,
4630,YJR115W,28,YJR115W,
4631,YJR116W,15,YJR116W,TDA4
4632,YJR118C,11,YJR118C,ILM1
4633,YJR119C,#N/A-nc,,
4634,YJR120W,#N/A-nc,,
4635,YJR124C,10,YJR124C,
4636,YJR125C,26,YJR125C,ENT3
4637,YJR126C,21,YJR126C,VPS70
4638,YJR128W,#N/A-nc,,
4639,YJR129C,21,YJR129C,EFM3
4640,YJR130C,18,YJR130C,STR2
4641,YJR133W,13,YJR133W,XPT1
4642,YJR134C,14,YJR134C,SGM1
4643,YJR136C,17,YJR136C,TTI2
4644,YJR138W,24,YJR138W,IML1
4645,YJR141W,13,YJR141W,IPA1
4646,YJR142W,16,YJR142W,
4647,YJR146W,22,YJR146W,
4648,YJR149W,14,YJR149W,
4649,YJR151C,17,YJR151C,DAN4
4650,YJR154W,12,YJR154W,
4651,YJR155W,19,YJR155W,AAD10
4652,YJR157W,#N/A-se,,
4653,YJR160C,18,YJR160C,MPH3
4654,YJR162C,16,YJR162C,
4655,YJU2,15,,
